sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status,commission_amount
910,5,2024-11-05,Highlander,35255.04,0.05,Completed,1762.75
911,7,2024-11-04,Corolla,23862.98,,Completed,0.0
912,10,2024-11-12,RAV4,32410.98,0.02,Pending,648.22
913,5,2024-11-15,Camry,25844.29,0.02,Completed,516.89
914,14,2024-11-02,Tacoma,39741.41,0.03,Completed,1192.24
915,12,2024-11-19,RAV4,31279.28,0.02,Completed,625.59
916,15,2024-11-29,Tundra,42726.72,0.03,Pending,1281.8
917,3,2024-11-02,Tundra,49349.49,0.02,Completed,986.99
918,13,2024-11-01,Highlander,37382.83,,Pending,0.0
919,18,2024-11-23,Highlander,38494.95,,Completed,0.0
920,17,2024-11-08,Corolla,22453.25,0.05,Pending,1122.66
921,5,2024-11-04,Corolla,22267.02,0.05,Completed,1113.35
922,2,2024-11-12,Highlander,35035.75,,Pending,0.0
923,5,2024-11-29,Corolla,21723.99,,Completed,0.0
924,4,2024-11-13,Highlander,38357.93,,Completed,0.0
925,4,2024-11-30,Tundra,36598.27,0.05,Completed,1829.91
926,8,2024-11-05,Tacoma,33605.95,0.03,Pending,1008.18
927,12,2024-11-05,Tundra,35592.15,,Completed,0.0
928,3,2024-11-05,Highlander,42056.04,0.02,Completed,841.12
929,4,2024-11-19,Tundra,47038.52,0.02,Completed,940.77
930,12,2024-11-28,Highlander,43527.26,0.03,Completed,1305.82
931,8,2024-11-24,RAV4,34862.23,,Pending,0.0
932,7,2024-11-04,Tacoma,39332.95,,Cancelled,0.0
933,8,2024-11-30,RAV4,32862.75,0.03,Completed,985.88
934,17,2024-11-14,Corolla,20780.95,0.03,Pending,623.43
935,12,2024-11-01,Tacoma,31235.9,0.03,Completed,937.08
936,4,2024-11-28,Corolla,22823.99,0.02,Pending,456.48
937,4,2024-11-11,Corolla,24584.11,0.03,Completed,737.52
938,2,2024-11-28,RAV4,29783.82,0.03,Completed,893.51
939,15,2024-11-03,Camry,29599.8,0.02,Completed,592.0
940,6,2024-11-13,Tundra,41312.46,0.02,Pending,826.25
941,5,2024-11-18,Highlander,36652.62,0.03,Completed,1099.58
942,4,2024-11-09,Tacoma,34213.34,,Completed,0.0
943,7,2024-11-11,Tacoma,31839.58,0.02,Completed,636.79
944,9,2024-11-30,Corolla,22958.26,,Completed,0.0
945,1,2024-11-18,RAV4,27551.5,,Pending,0.0
946,18,2024-11-17,RAV4,30643.25,0.03,Completed,919.3
947,4,2024-11-03,Camry,29283.49,0.02,Pending,585.67
948,15,2024-11-16,Corolla,20309.55,0.05,Completed,1015.48
949,20,2024-11-16,Camry,26649.72,,Cancelled,0.0
950,16,2024-11-27,Tacoma,30342.76,,Completed,0.0
951,16,2024-11-26,Corolla,21315.9,0.05,Pending,1065.8
952,4,2024-11-25,RAV4,27783.53,,Pending,0.0
953,15,2024-11-17,Highlander,38240.56,0.02,Completed,764.81
954,9,2024-11-11,Camry,28710.88,0.02,Pending,574.22
955,10,2024-11-19,Tacoma,33228.54,0.05,Completed,1661.43
956,11,2024-11-08,Camry,26928.62,0.05,Completed,1346.43
957,14,2024-11-23,Corolla,21660.85,,Completed,0.0
958,11,2024-11-21,Tacoma,31778.24,0.03,Pending,953.35
959,17,2024-11-24,Highlander,35300.7,0.05,Completed,1765.04
960,15,2024-11-21,Highlander,43235.23,0.05,Completed,2161.76
961,8,2024-11-04,Tacoma,31335.51,0.05,Completed,1566.78
962,4,2024-11-13,Corolla,22013.21,0.02,Completed,440.26
963,7,2024-11-10,Tacoma,38971.35,0.05,Completed,1948.57
964,14,2024-11-15,Tundra,35814.0,0.05,Completed,1790.7
965,7,2024-11-06,Highlander,40445.57,0.03,Completed,1213.37
966,12,2024-11-30,Tundra,43697.43,0.02,Completed,873.95
967,17,2024-11-04,Tundra,49468.8,0.03,Completed,1484.06
968,3,2024-11-03,Tundra,47722.84,,Completed,0.0
969,12,2024-11-19,Corolla,24186.73,,Pending,0.0
970,6,2024-11-03,Highlander,35655.82,0.05,Completed,1782.79
971,5,2024-11-16,Tacoma,38147.17,,Completed,0.0
972,9,2024-11-20,Corolla,23501.75,0.05,Completed,1175.09
973,5,2024-11-09,Corolla,22540.33,0.05,Completed,1127.02
974,2,2024-11-15,Tacoma,32223.47,0.03,Cancelled,966.7
975,7,2024-11-09,RAV4,29551.78,0.02,Completed,591.04
976,15,2024-11-08,Tacoma,36235.55,0.02,Completed,724.71
977,17,2024-11-26,RAV4,34613.45,0.02,Completed,692.27
978,19,2024-11-04,Camry,26166.26,0.03,Completed,784.99
979,13,2024-11-17,RAV4,31467.75,,Completed,0.0
980,19,2024-11-28,Corolla,22411.17,0.05,Pending,1120.56
981,14,2024-11-25,Tacoma,39516.1,0.05,Pending,1975.8
982,15,2024-11-21,Camry,25330.54,0.05,Completed,1266.53
983,17,2024-11-19,Tacoma,34733.93,0.03,Completed,1042.02
984,2,2024-11-04,Tundra,42586.72,0.03,Pending,1277.6
985,20,2024-11-01,Camry,25808.22,0.02,Completed,516.16
986,19,2024-11-18,Tundra,46988.88,0.05,Completed,2349.44
987,7,2024-11-23,Tacoma,35304.02,0.02,Completed,706.08
988,17,2024-11-11,Tacoma,33617.13,,Completed,0.0
989,16,2024-11-03,Tundra,36801.71,,Pending,0.0
990,19,2024-11-14,Tundra,44120.64,0.05,Pending,2206.03
991,15,2024-11-19,Camry,25840.05,0.05,Completed,1292.0
992,3,2024-11-17,Corolla,24345.57,0.05,Completed,1217.28
993,3,2024-11-05,RAV4,34946.45,0.05,Completed,1747.32
994,19,2024-11-04,Corolla,23181.38,0.02,Pending,463.63
995,16,2024-11-04,Highlander,38715.72,0.05,Completed,1935.79
996,13,2024-11-01,Corolla,21044.21,0.03,Cancelled,631.33
997,16,2024-11-03,RAV4,29658.52,0.03,Completed,889.76
998,5,2024-11-23,Tacoma,39531.12,0.02,Completed,790.62
999,13,2024-11-05,Corolla,21786.0,,Pending,0.0
1000,14,2024-11-06,Camry,25376.67,,Completed,0.0
1001,20,2024-11-08,Camry,27774.9,0.05,Completed,1388.74
1002,6,2024-11-02,Tundra,49823.29,0.05,Completed,2491.16
1003,7,2024-11-06,Highlander,36224.4,,Completed,0.0
1004,6,2024-11-21,Tundra,43133.05,0.02,Completed,862.66
1005,1,2024-11-28,Camry,28852.21,0.05,Pending,1442.61
1006,14,2024-11-03,RAV4,27364.5,0.02,Completed,547.29
1007,6,2024-11-02,RAV4,33014.94,0.03,Completed,990.45
1008,12,2024-11-20,Highlander,37008.7,0.05,Completed,1850.44
1009,3,2024-11-25,Highlander,36681.33,0.02,Pending,733.63
1010,18,2024-11-13,Camry,28606.21,0.02,Cancelled,572.12
1011,10,2024-11-26,RAV4,34791.9,0.03,Completed,1043.76
1012,9,2024-11-11,Tundra,41045.03,0.03,Completed,1231.35
1013,11,2024-11-21,Tacoma,36571.51,,Pending,0.0
1014,11,2024-11-19,RAV4,31630.33,0.02,Completed,632.61
1015,8,2024-11-03,Tundra,48205.45,0.05,Pending,2410.27
1016,3,2024-11-02,RAV4,30338.45,0.02,Completed,606.77
1017,1,2024-11-18,Tacoma,30342.21,,Cancelled,0.0
1018,3,2024-11-17,Highlander,41067.42,0.03,Completed,1232.02
1019,17,2024-11-23,Highlander,37905.53,0.05,Pending,1895.28
1020,8,2024-11-27,Tundra,37506.96,0.02,Completed,750.14
1021,12,2024-11-30,Highlander,41987.64,0.05,Pending,2099.38
1022,7,2024-11-02,Tundra,48762.62,0.03,Completed,1462.88
1023,20,2024-11-12,Highlander,42198.32,0.02,Pending,843.97
1024,11,2024-11-06,RAV4,29865.75,,Cancelled,0.0
1025,18,2024-11-30,Camry,26696.07,0.03,Completed,800.88
1026,19,2024-11-29,Camry,27450.13,0.05,Pending,1372.51
1027,9,2024-11-08,Tacoma,30022.16,0.05,Completed,1501.11
1028,6,2024-11-10,Tacoma,38345.2,0.05,Completed,1917.26
1029,5,2024-11-24,Tacoma,33325.27,0.02,Completed,666.51
1030,12,2024-11-24,Corolla,20095.15,0.02,Completed,401.9
1031,17,2024-11-30,Tundra,44252.69,0.03,Completed,1327.58
1032,8,2024-11-18,Tundra,40398.86,0.05,Completed,2019.94
1033,7,2024-11-30,Tundra,49040.37,0.02,Completed,980.81
1034,3,2024-11-28,Highlander,39072.34,0.03,Completed,1172.17
1035,18,2024-11-16,Tundra,41732.11,0.02,Completed,834.64
1036,17,2024-11-19,Tundra,46557.0,,Cancelled,0.0
1037,1,2024-11-17,Camry,27964.3,0.05,Completed,1398.22
1038,11,2024-11-04,Camry,28416.71,0.05,Completed,1420.84
1039,13,2024-11-20,Tundra,49756.17,0.03,Completed,1492.69
1040,13,2024-11-23,Highlander,39307.34,0.05,Completed,1965.37
1041,20,2024-11-18,RAV4,32918.21,0.02,Cancelled,658.36
1042,14,2024-11-20,Tacoma,34433.24,,Completed,0.0
1043,6,2024-11-11,Tundra,43366.38,0.05,Completed,2168.32
1044,10,2024-11-14,Corolla,24232.93,0.02,Completed,484.66
1045,7,2024-11-26,RAV4,34331.35,0.03,Completed,1029.94
1046,12,2024-11-23,Tundra,45819.77,0.05,Completed,2290.99
1047,17,2024-11-18,Tacoma,34715.19,0.02,Pending,694.3
1048,5,2024-11-10,Tundra,40194.83,0.05,Completed,2009.74
1049,8,2024-11-26,Camry,29266.76,,Completed,0.0
1050,16,2024-11-02,Tundra,41617.01,0.05,Completed,2080.85
1051,6,2024-11-10,Tundra,47088.4,,Completed,0.0
1052,14,2024-11-29,Camry,26461.75,0.02,Completed,529.24
1053,18,2024-11-15,Tundra,37095.85,0.03,Completed,1112.88
1054,10,2024-11-04,RAV4,28243.1,0.03,Completed,847.29
1055,2,2024-11-08,RAV4,30028.74,0.03,Completed,900.86
1056,1,2024-11-27,Camry,27447.02,0.03,Completed,823.41
1057,14,2024-11-07,Tacoma,38868.81,0.03,Completed,1166.06
1058,1,2024-11-25,Corolla,22128.06,0.03,Pending,663.84
1059,15,2024-11-11,Highlander,37012.02,0.03,Completed,1110.36
1060,17,2024-11-30,Tacoma,38946.3,0.03,Completed,1168.39
1061,19,2024-11-09,Tacoma,34981.35,,Completed,0.0
1062,12,2024-11-12,Highlander,36546.36,0.02,Completed,730.93
1063,13,2024-11-21,Corolla,24374.72,,Pending,0.0
1064,6,2024-11-05,RAV4,28462.73,,Pending,0.0
1065,3,2024-11-10,Camry,26476.93,0.02,Completed,529.54
1066,1,2024-11-09,Camry,27129.92,0.03,Completed,813.9
1067,13,2024-11-19,RAV4,34855.69,0.03,Cancelled,1045.67
1068,16,2024-11-18,Highlander,39164.13,,Completed,0.0
1069,18,2024-11-16,Camry,26159.05,0.05,Completed,1307.95
1070,18,2024-11-13,Tundra,35159.92,0.02,Pending,703.2
1071,4,2024-11-03,RAV4,27013.86,0.03,Completed,810.42
1072,5,2024-11-10,Tacoma,38737.0,0.02,Completed,774.74
1073,20,2024-11-15,RAV4,34102.96,0.05,Pending,1705.15
1074,14,2024-11-23,Corolla,24816.6,0.05,Completed,1240.83
1075,5,2024-11-12,Tacoma,36588.9,,Completed,0.0
1076,6,2024-11-13,Corolla,23319.34,0.05,Completed,1165.97
1077,15,2024-11-26,Tacoma,37153.2,0.05,Completed,1857.66
1078,11,2024-11-06,Tundra,41145.71,0.05,Completed,2057.29
1079,13,2024-11-19,Highlander,38801.58,0.02,Pending,776.03
1080,6,2024-11-03,Highlander,36014.55,0.05,Completed,1800.73
1081,8,2024-11-27,Corolla,21055.68,0.05,Completed,1052.78
1082,2,2024-11-24,Tacoma,36747.51,,Completed,0.0
1083,16,2024-11-29,RAV4,31216.05,,Completed,0.0
1084,12,2024-11-25,Tacoma,36317.4,0.03,Completed,1089.52
1085,2,2024-11-26,Camry,28709.55,0.05,Pending,1435.48
1086,9,2024-11-29,Camry,25736.6,,Completed,0.0
1087,1,2024-11-23,Tacoma,33616.74,0.02,Completed,672.33
1088,1,2024-11-13,Camry,27997.7,0.02,Completed,559.95
1089,18,2024-11-20,Highlander,36995.61,0.02,Completed,739.91
1090,20,2024-11-26,Corolla,20765.92,,Cancelled,0.0
1091,1,2024-11-13,RAV4,34067.95,0.03,Completed,1022.04
1092,7,2024-11-05,RAV4,27455.84,0.05,Pending,1372.79
1093,20,2024-11-19,RAV4,30458.49,,Completed,0.0
1094,15,2024-11-08,Corolla,24710.71,0.03,Pending,741.32
1095,5,2024-11-02,Camry,25434.55,,Completed,0.0
1096,3,2024-11-06,Camry,28503.05,0.03,Completed,855.09
1097,19,2024-11-26,Camry,29268.39,,Pending,0.0
1098,10,2024-11-10,Corolla,20257.51,,Completed,0.0
1099,20,2024-11-26,Corolla,20102.73,0.03,Completed,603.08
1100,5,2024-11-10,Corolla,20590.19,0.05,Pending,1029.51
1101,3,2024-11-12,Camry,28573.57,,Completed,0.0
1102,8,2024-11-10,RAV4,31084.65,0.02,Completed,621.69
1103,12,2024-11-17,Tundra,45353.37,0.03,Completed,1360.6
1104,2,2024-11-07,Tundra,35679.36,0.02,Pending,713.59
1105,10,2024-11-10,Tundra,36296.36,0.05,Completed,1814.82
1106,5,2024-11-10,Tundra,40772.29,,Completed,0.0
1107,18,2024-11-13,RAV4,29027.2,0.02,Completed,580.54
1108,4,2024-11-07,Camry,25562.43,0.02,Pending,511.25
1109,19,2024-11-28,Corolla,24582.26,0.05,Completed,1229.11
1110,12,2024-11-09,Tundra,41936.15,0.02,Completed,838.72
1111,8,2024-11-12,Highlander,41103.52,0.02,Completed,822.07
1112,8,2024-11-12,Camry,29153.12,,Pending,0.0
1113,16,2024-11-23,Corolla,23824.51,0.03,Cancelled,714.74
1114,1,2024-11-23,RAV4,33511.47,0.05,Completed,1675.57
1115,14,2024-11-25,Camry,29130.47,0.03,Pending,873.91
1116,6,2024-11-24,Corolla,23696.85,0.02,Completed,473.94
1117,2,2024-11-14,Tacoma,36244.64,0.02,Completed,724.89
1118,11,2024-11-04,Highlander,41349.82,0.05,Cancelled,2067.49
1119,12,2024-11-05,Highlander,39999.67,0.03,Pending,1199.99
1120,11,2024-11-24,Camry,29020.2,0.02,Completed,580.4
1121,4,2024-11-24,Corolla,21834.54,0.03,Completed,655.04
1122,6,2024-11-04,Tacoma,34923.93,0.03,Completed,1047.72
1123,4,2024-11-19,Tacoma,33074.39,0.03,Completed,992.23
1124,13,2024-11-12,Highlander,38362.46,0.03,Pending,1150.87
1125,17,2024-11-12,Corolla,23217.72,0.05,Completed,1160.89
1126,16,2024-11-22,Camry,27645.9,0.05,Completed,1382.3
1127,19,2024-11-11,Tacoma,31249.98,0.05,Pending,1562.5
1128,14,2024-11-21,Highlander,39151.17,0.02,Completed,783.02
1129,5,2024-11-29,Tundra,42182.26,0.02,Cancelled,843.65
1130,8,2024-11-04,Camry,26802.43,0.02,Cancelled,536.05
1131,4,2024-11-29,Corolla,21638.96,0.03,Pending,649.17
1132,18,2024-11-07,Highlander,43215.08,0.05,Pending,2160.75
1133,18,2024-11-13,RAV4,29329.35,0.05,Completed,1466.47
1134,4,2024-11-22,Tacoma,32676.08,,Pending,0.0
1135,1,2024-11-15,Highlander,44181.53,,Completed,0.0
1136,6,2024-11-01,Camry,27908.12,0.02,Completed,558.16
1137,16,2024-11-03,Camry,28917.1,,Completed,0.0
1138,3,2024-11-10,Highlander,35360.22,0.03,Completed,1060.81
1139,2,2024-11-11,Camry,27746.89,0.02,Completed,554.94
1140,11,2024-11-01,RAV4,34596.69,,Completed,0.0
1141,8,2024-11-01,Tacoma,39741.88,0.03,Completed,1192.26
1142,17,2024-11-05,Tundra,36892.63,0.03,Pending,1106.78
1143,4,2024-11-14,Highlander,37204.18,0.02,Pending,744.08
1144,20,2024-11-24,Corolla,21242.24,0.03,Cancelled,637.27
1145,19,2024-11-14,Tacoma,32403.68,0.05,Completed,1620.18
1146,18,2024-11-13,Tundra,42385.1,0.03,Completed,1271.55
1147,20,2024-11-08,Tundra,46058.71,0.05,Completed,2302.94
1148,7,2024-11-19,Corolla,24607.43,0.05,Completed,1230.37
1149,13,2024-11-08,RAV4,32888.02,,Cancelled,0.0
1150,5,2024-11-26,Highlander,43294.28,,Cancelled,0.0
1151,16,2024-11-09,RAV4,32671.29,0.02,Completed,653.43
1152,15,2024-11-25,Corolla,21746.66,0.03,Completed,652.4
1153,9,2024-11-12,Camry,26767.93,0.03,Completed,803.04
1154,9,2024-11-20,Corolla,24652.26,0.05,Pending,1232.61
1155,12,2024-11-02,Tundra,46853.62,0.02,Completed,937.07
1156,9,2024-11-30,Corolla,22804.53,,Cancelled,0.0
1157,15,2024-11-21,Highlander,42644.37,0.02,Completed,852.89
1158,20,2024-11-04,Camry,29192.87,0.05,Completed,1459.64
1159,7,2024-11-14,Tundra,46201.57,,Completed,0.0
1160,15,2024-11-08,Camry,28896.83,0.02,Completed,577.94
1161,18,2024-11-08,RAV4,30312.61,0.05,Completed,1515.63
1162,10,2024-11-17,Highlander,41018.52,,Completed,0.0
1163,2,2024-11-09,Tacoma,31789.28,0.05,Completed,1589.46
1164,14,2024-11-21,Camry,28974.89,0.03,Completed,869.25
1165,20,2024-11-14,Tundra,48334.41,,Pending,0.0
1166,9,2024-11-12,Tacoma,37048.3,,Pending,0.0
1167,10,2024-11-25,RAV4,31539.84,0.03,Completed,946.2
1168,1,2024-11-01,Tundra,41567.75,0.02,Pending,831.36
1169,2,2024-11-04,RAV4,34536.67,0.02,Completed,690.73
1170,15,2024-11-11,Tundra,42761.49,0.05,Pending,2138.07
1171,19,2024-11-18,Camry,29679.26,,Completed,0.0
1172,10,2024-11-11,RAV4,33819.28,0.05,Pending,1690.96
1173,16,2024-11-28,Highlander,39840.37,0.03,Completed,1195.21
1174,8,2024-11-05,RAV4,28311.56,,Completed,0.0
1175,6,2024-11-26,Corolla,23468.41,0.03,Completed,704.05
1176,18,2024-11-26,Camry,28572.39,0.05,Pending,1428.62
1177,14,2024-11-07,Tacoma,33716.3,0.03,Cancelled,1011.49
1178,1,2024-11-09,Highlander,39335.32,0.03,Completed,1180.06
1179,8,2024-11-06,Highlander,39199.8,0.05,Completed,1959.99
1180,20,2024-11-02,Camry,28001.25,,Completed,0.0
1181,9,2024-11-14,Camry,25261.42,,Cancelled,0.0
1182,10,2024-11-08,Camry,29286.81,0.03,Cancelled,878.6
1183,2,2024-11-06,Tundra,42083.44,0.02,Completed,841.67
1184,1,2024-11-20,RAV4,34454.32,,Cancelled,0.0
1185,4,2024-11-23,Tacoma,36280.54,0.03,Completed,1088.42
1186,16,2024-11-20,Tacoma,38898.82,0.03,Completed,1166.96
1187,6,2024-11-17,Corolla,20279.88,,Pending,0.0
1188,11,2024-11-15,Camry,25507.33,,Completed,0.0
1189,20,2024-11-23,Corolla,23757.26,0.05,Completed,1187.86
1190,3,2024-11-07,Highlander,38656.08,,Cancelled,0.0
1191,1,2024-11-07,Tacoma,34269.02,0.02,Pending,685.38
1192,14,2024-11-25,RAV4,28741.39,,Completed,0.0
1193,16,2024-11-08,Tacoma,32512.27,0.03,Completed,975.37
1194,10,2024-11-06,Camry,29400.86,,Completed,0.0
1195,17,2024-11-18,Camry,29789.65,,Pending,0.0
1196,2,2024-11-29,Corolla,24429.2,,Completed,0.0
1197,12,2024-11-24,RAV4,29543.07,0.03,Completed,886.29
1198,17,2024-11-11,Corolla,20901.18,0.03,Cancelled,627.04
1199,9,2024-11-01,Tundra,38460.48,0.03,Pending,1153.81
1200,9,2024-11-08,Highlander,44680.16,0.02,Completed,893.6
1201,4,2024-11-28,Corolla,20342.27,0.03,Completed,610.27
1202,15,2024-11-20,Camry,25486.31,0.05,Completed,1274.32
1203,3,2024-11-06,Tacoma,35010.72,0.03,Completed,1050.32
1204,7,2024-11-15,Camry,25794.73,0.05,Completed,1289.74
1205,12,2024-11-19,Camry,29471.63,0.03,Completed,884.15
1206,13,2024-11-11,Camry,25175.51,0.03,Completed,755.27
1207,4,2024-11-23,RAV4,27061.71,0.05,Completed,1353.09
1208,8,2024-11-30,Corolla,23518.27,0.03,Completed,705.55
1209,10,2024-11-08,Tacoma,31852.85,0.05,Completed,1592.64
1210,11,2024-11-12,Corolla,22274.42,,Pending,0.0
1211,2,2024-11-29,RAV4,31515.12,0.03,Completed,945.45
1212,14,2024-11-06,Highlander,42252.69,,Completed,0.0
1213,5,2024-11-13,Corolla,22013.96,0.05,Completed,1100.7
1214,19,2024-11-29,Camry,25427.68,,Completed,0.0
1215,4,2024-11-18,Highlander,36270.82,0.03,Completed,1088.12
1216,16,2024-11-30,Tundra,42152.26,0.03,Completed,1264.57
1217,1,2024-11-16,Tundra,44271.98,0.05,Pending,2213.6
1218,7,2024-11-30,Corolla,22063.1,0.03,Completed,661.89
1219,5,2024-11-23,Highlander,41327.06,0.03,Pending,1239.81
1220,19,2024-11-09,Highlander,37641.64,0.05,Completed,1882.08
1221,3,2024-11-11,Camry,28060.42,0.03,Completed,841.81
1222,14,2024-11-19,Tundra,40751.55,0.02,Completed,815.03
1223,10,2024-11-22,Corolla,23870.38,,Completed,0.0
1224,7,2024-11-29,Camry,26903.84,,Pending,0.0
1225,7,2024-11-15,RAV4,27900.29,0.03,Completed,837.01
1226,18,2024-11-02,Highlander,42332.45,0.02,Completed,846.65
1227,17,2024-11-24,Tundra,49245.78,0.03,Completed,1477.37
1228,3,2024-11-30,RAV4,29006.54,0.02,Completed,580.13
1229,18,2024-11-29,Corolla,20605.21,,Completed,0.0
1230,18,2024-11-29,Tundra,44316.02,0.02,Completed,886.32
1231,16,2024-11-30,Corolla,22156.23,0.02,Completed,443.12
1232,15,2024-11-24,Tacoma,38830.17,,Pending,0.0
1233,13,2024-11-12,RAV4,32108.74,0.02,Completed,642.17
1234,18,2024-11-13,Corolla,23021.38,,Pending,0.0
1235,7,2024-11-30,Tundra,43525.5,0.03,Cancelled,1305.76
1236,13,2024-11-13,Highlander,37907.35,0.03,Completed,1137.22
1237,3,2024-11-02,Tundra,47348.64,0.02,Completed,946.97
1238,8,2024-11-07,Corolla,23886.67,0.02,Pending,477.73
1239,17,2024-11-27,Camry,25693.26,,Completed,0.0
1240,16,2024-11-28,Highlander,44835.16,,Completed,0.0
1241,2,2024-11-26,Corolla,24420.62,0.03,Completed,732.62
1242,8,2024-11-19,Camry,25079.89,,Pending,0.0
1243,2,2024-11-03,RAV4,32952.23,0.02,Pending,659.04
1244,14,2024-11-26,Camry,26873.0,0.05,Pending,1343.65
1245,15,2024-11-07,Tacoma,30526.04,0.05,Completed,1526.3
1246,3,2024-11-06,RAV4,27110.46,0.02,Pending,542.21
1247,11,2024-11-07,Highlander,38209.38,0.02,Completed,764.19
1248,5,2024-11-21,Highlander,38345.94,,Completed,0.0
1249,2,2024-11-30,Tacoma,38049.05,0.02,Completed,760.98
1250,3,2024-11-09,Corolla,22722.92,0.03,Completed,681.69
1251,2,2024-11-09,Tundra,35689.96,0.03,Completed,1070.7
1252,11,2024-11-27,Tundra,36489.49,0.05,Completed,1824.47
1253,16,2024-11-11,Camry,28219.59,,Completed,0.0
1254,6,2024-11-10,RAV4,34749.37,,Completed,0.0
1255,11,2024-11-20,Corolla,23457.78,,Completed,0.0
1256,17,2024-11-21,Tacoma,30344.94,,Completed,0.0
1257,7,2024-11-13,Tacoma,30072.96,0.05,Pending,1503.65
1258,1,2024-11-19,Highlander,39175.89,0.02,Cancelled,783.52
1259,2,2024-11-20,RAV4,31476.42,0.03,Pending,944.29
1260,1,2024-11-25,RAV4,27931.9,0.02,Pending,558.64
1261,8,2024-11-24,Tacoma,33470.74,0.05,Completed,1673.54
1262,20,2024-11-08,Highlander,40908.11,,Completed,0.0
1263,4,2024-11-21,Highlander,43368.57,0.02,Completed,867.37
1264,4,2024-11-02,Corolla,22974.62,0.05,Pending,1148.73
1265,11,2024-11-28,Highlander,40598.91,,Completed,0.0
1266,12,2024-11-20,Camry,27489.04,,Pending,0.0
1267,16,2024-11-04,RAV4,30267.79,0.02,Completed,605.36
1268,3,2024-11-17,RAV4,31812.36,0.03,Cancelled,954.37
1269,19,2024-11-07,Camry,27731.11,0.03,Pending,831.93
1270,9,2024-11-15,Tacoma,37688.32,,Completed,0.0
1271,2,2024-11-15,Tundra,43894.38,0.03,Pending,1316.83
1272,19,2024-11-26,Tundra,46187.81,0.05,Completed,2309.39
1273,6,2024-11-13,Camry,28471.97,0.05,Completed,1423.6
1274,18,2024-11-10,Corolla,24159.14,0.05,Completed,1207.96
1275,12,2024-11-11,Highlander,42715.69,0.03,Completed,1281.47
1276,6,2024-11-06,RAV4,29090.97,0.05,Completed,1454.55
1277,5,2024-11-11,Highlander,37182.15,0.03,Pending,1115.46
1278,19,2024-11-04,Highlander,43188.9,0.02,Completed,863.78
1279,6,2024-11-27,Highlander,36851.68,0.05,Completed,1842.58
1280,15,2024-11-21,Corolla,23156.09,0.03,Completed,694.68
1281,9,2024-11-06,Tundra,39400.51,0.03,Completed,1182.02
1282,10,2024-11-09,Corolla,23099.44,0.03,Completed,692.98
1283,4,2024-11-07,Camry,29916.78,0.02,Completed,598.34
1284,3,2024-11-24,Tacoma,35001.63,0.05,Completed,1750.08
1285,1,2024-11-30,Tacoma,33524.13,0.03,Completed,1005.72
1286,13,2024-11-07,RAV4,29382.26,0.02,Completed,587.65
1287,20,2024-11-16,RAV4,30802.78,0.03,Completed,924.08
1288,17,2024-11-19,Corolla,23608.25,0.03,Cancelled,708.25
1289,1,2024-11-13,Camry,26678.36,0.05,Completed,1333.92
1290,13,2024-11-22,Camry,26773.17,0.03,Completed,803.2
1291,17,2024-11-14,Corolla,21022.02,0.05,Completed,1051.1
1292,12,2024-11-13,Corolla,24022.86,0.03,Pending,720.69
1293,5,2024-11-14,RAV4,27199.17,0.05,Pending,1359.96
1294,15,2024-11-21,Tacoma,38194.15,0.03,Completed,1145.82
1295,11,2024-11-01,Camry,29775.94,0.05,Completed,1488.8
1296,19,2024-11-26,Camry,25083.8,,Completed,0.0
1297,20,2024-11-05,RAV4,33020.35,,Completed,0.0
1298,16,2024-11-07,Camry,27709.55,,Completed,0.0
1299,12,2024-11-10,Highlander,41933.71,0.05,Completed,2096.69
1300,16,2024-11-23,Highlander,38189.24,,Completed,0.0
1301,12,2024-11-21,Tundra,35114.87,,Completed,0.0
1302,17,2024-11-26,RAV4,31323.5,0.02,Completed,626.47
1303,6,2024-11-08,Highlander,39615.09,0.03,Completed,1188.45
1304,2,2024-11-15,RAV4,33358.3,0.03,Pending,1000.75
1305,12,2024-11-06,Tacoma,38039.67,0.02,Completed,760.79
1306,3,2024-11-19,Corolla,24714.85,0.03,Pending,741.45
1307,20,2024-11-11,Highlander,37620.92,0.02,Completed,752.42
1308,5,2024-11-21,Tundra,41312.2,,Cancelled,0.0
1309,11,2024-11-15,Tacoma,35650.83,0.05,Completed,1782.54
1310,5,2024-11-26,Corolla,21697.1,0.02,Completed,433.94
1311,2,2024-11-28,Tundra,39698.86,0.03,Completed,1190.97
1312,6,2024-11-24,Tacoma,31580.57,0.05,Pending,1579.03
1313,18,2024-11-15,RAV4,28281.89,0.02,Pending,565.64
1314,11,2024-11-08,RAV4,32935.14,0.03,Completed,988.05
1315,19,2024-11-13,Corolla,20405.77,0.02,Completed,408.12
1316,3,2024-11-16,Tundra,49466.01,,Completed,0.0
1317,7,2024-11-28,RAV4,34136.37,0.03,Completed,1024.09
1318,2,2024-11-13,Highlander,44744.84,0.05,Completed,2237.24
1319,20,2024-11-12,Tacoma,36355.56,0.02,Completed,727.11
1320,4,2024-11-22,Corolla,22524.35,0.02,Completed,450.49
1321,14,2024-11-02,RAV4,28195.88,0.03,Completed,845.88
1322,17,2024-11-06,Camry,26108.5,0.03,Completed,783.26
1323,4,2024-11-27,Camry,27020.99,,Pending,0.0
1324,20,2024-11-05,Corolla,23403.49,0.02,Completed,468.07
