sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
984,2,2024-11-04,Tundra,42586.72,0.03,Pending
985,20,2024-11-01,Camry,25808.22,0.02,Completed
986,19,2024-11-18,Tundra,46988.88,0.05,Completed
987,7,2024-11-23,Tacoma,35304.02,0.02,Completed
988,17,2024-11-11,Tacoma,33617.13,,Completed
989,16,2024-11-03,Tundra,36801.71,,Pending
990,19,2024-11-14,Tundra,44120.64,0.05,Pending
991,15,2024-11-19,Camry,25840.05,0.05,Completed
992,3,2024-11-17,Corolla,24345.57,0.05,Completed
993,3,2024-11-05,RAV4,34946.45,0.05,Completed
994,19,2024-11-04,Corolla,23181.38,0.02,Pending
995,16,2024-11-04,Highlander,38715.72,0.05,Completed
996,13,2024-11-01,Corolla,21044.21,0.03,Cancelled
997,16,2024-11-03,RAV4,29658.52,0.03,Completed
998,5,2024-11-23,Tacoma,39531.12,0.02,Completed
999,13,2024-11-05,Corolla,21786.0,,Pending
1000,14,2024-11-06,Camry,25376.67,,Completed
1001,20,2024-11-08,Camry,27774.9,0.05,Completed
1002,6,2024-11-02,Tundra,49823.29,0.05,Completed
1003,7,2024-11-06,Highlander,36224.4,,Completed
1004,6,2024-11-21,Tundra,43133.05,0.02,Completed
1005,1,2024-11-28,Camry,28852.21,0.05,Pending
1006,14,2024-11-03,RAV4,27364.5,0.02,Completed
1007,6,2024-11-02,RAV4,33014.94,0.03,Completed
1008,12,2024-11-20,Highlander,37008.7,0.05,Completed
1009,3,2024-11-25,Highlander,36681.33,0.02,Pending
1010,18,2024-11-13,Camry,28606.21,0.02,Cancelled
1011,10,2024-11-26,RAV4,34791.9,0.03,Completed
1012,9,2024-11-11,Tundra,41045.03,0.03,Completed
1013,11,2024-11-21,Tacoma,36571.51,,Pending
1014,11,2024-11-19,RAV4,31630.33,0.02,Completed
1015,8,2024-11-03,Tundra,48205.45,0.05,Pending
1016,3,2024-11-02,RAV4,30338.45,0.02,Completed
1017,1,2024-11-18,Tacoma,30342.21,,Cancelled
1018,3,2024-11-17,Highlander,41067.42,0.03,Completed
1019,17,2024-11-23,Highlander,37905.53,0.05,Pending
1020,8,2024-11-27,Tundra,37506.96,0.02,Completed
1021,12,2024-11-30,Highlander,41987.64,0.05,Pending
1022,7,2024-11-02,Tundra,48762.62,0.03,Completed
1023,20,2024-11-12,Highlander,42198.32,0.02,Pending
1024,11,2024-11-06,RAV4,29865.75,,Cancelled
1025,18,2024-11-30,Camry,26696.07,0.03,Completed
1026,19,2024-11-29,Camry,27450.13,0.05,Pending
1027,9,2024-11-08,Tacoma,30022.16,0.05,Completed
1028,6,2024-11-10,Tacoma,38345.2,0.05,Completed
1029,5,2024-11-24,Tacoma,33325.27,0.02,Completed
1030,12,2024-11-24,Corolla,20095.15,0.02,Completed
1031,17,2024-11-30,Tundra,44252.69,0.03,Completed
1032,8,2024-11-18,Tundra,40398.86,0.05,Completed
1033,7,2024-11-30,Tundra,49040.37,0.02,Completed
1034,3,2024-11-28,Highlander,39072.34,0.03,Completed
1035,18,2024-11-16,Tundra,41732.11,0.02,Completed
1036,17,2024-11-19,Tundra,46557.0,,Cancelled
1037,1,2024-11-17,Camry,27964.3,0.05,Completed
1038,11,2024-11-04,Camry,28416.71,0.05,Completed
1039,13,2024-11-20,Tundra,49756.17,0.03,Completed
1040,13,2024-11-23,Highlander,39307.34,0.05,Completed
1041,20,2024-11-18,RAV4,32918.21,0.02,Cancelled
1042,14,2024-11-20,Tacoma,34433.24,,Completed
1043,6,2024-11-11,Tundra,43366.38,0.05,Completed
1044,10,2024-11-14,Corolla,24232.93,0.02,Completed
1045,7,2024-11-26,RAV4,34331.35,0.03,Completed
1046,12,2024-11-23,Tundra,45819.77,0.05,Completed
1047,17,2024-11-18,Tacoma,34715.19,0.02,Pending
1048,5,2024-11-10,Tundra,40194.83,0.05,Completed
1049,8,2024-11-26,Camry,29266.76,,Completed
1050,16,2024-11-02,Tundra,41617.01,0.05,Completed
1051,6,2024-11-10,Tundra,47088.4,,Completed
1052,14,2024-11-29,Camry,26461.75,0.02,Completed
1053,18,2024-11-15,Tundra,37095.85,0.03,Completed
1054,10,2024-11-04,RAV4,28243.1,0.03,Completed
1055,2,2024-11-08,RAV4,30028.74,0.03,Completed
1056,1,2024-11-27,Camry,27447.02,0.03,Completed
1057,14,2024-11-07,Tacoma,38868.81,0.03,Completed
1058,1,2024-11-25,Corolla,22128.06,0.03,Pending
1059,15,2024-11-11,Highlander,37012.02,0.03,Completed
1060,17,2024-11-30,Tacoma,38946.3,0.03,Completed
1061,19,2024-11-09,Tacoma,34981.35,,Completed
1062,12,2024-11-12,Highlander,36546.36,0.02,Completed
1063,13,2024-11-21,Corolla,24374.72,,Pending
1064,6,2024-11-05,RAV4,28462.73,,Pending
1065,3,2024-11-10,Camry,26476.93,0.02,Completed
1066,1,2024-11-09,Camry,27129.92,0.03,Completed
1067,13,2024-11-19,RAV4,34855.69,0.03,Cancelled
1068,16,2024-11-18,Highlander,39164.13,,Completed
1069,18,2024-11-16,Camry,26159.05,0.05,Completed
1070,18,2024-11-13,Tundra,35159.92,0.02,Pending
1071,4,2024-11-03,RAV4,27013.86,0.03,Completed
1072,5,2024-11-10,Tacoma,38737.0,0.02,Completed
1073,20,2024-11-15,RAV4,34102.96,0.05,Pending
1074,14,2024-11-23,Corolla,24816.6,0.05,Completed
1075,5,2024-11-12,Tacoma,36588.9,,Completed
1076,6,2024-11-13,Corolla,23319.34,0.05,Completed
1077,15,2024-11-26,Tacoma,37153.2,0.05,Completed
1078,11,2024-11-06,Tundra,41145.71,0.05,Completed
1079,13,2024-11-19,Highlander,38801.58,0.02,Pending
1080,6,2024-11-03,Highlander,36014.55,0.05,Completed
1081,8,2024-11-27,Corolla,21055.68,0.05,Completed
1082,2,2024-11-24,Tacoma,36747.51,,Completed
1083,16,2024-11-29,RAV4,31216.05,,Completed
1084,12,2024-11-25,Tacoma,36317.4,0.03,Completed
1085,2,2024-11-26,Camry,28709.55,0.05,Pending
1086,9,2024-11-29,Camry,25736.6,,Completed
1087,1,2024-11-23,Tacoma,33616.74,0.02,Completed
1088,1,2024-11-13,Camry,27997.7,0.02,Completed
1089,18,2024-11-20,Highlander,36995.61,0.02,Completed
1090,20,2024-11-26,Corolla,20765.92,,Cancelled
1091,1,2024-11-13,RAV4,34067.95,0.03,Completed
1092,7,2024-11-05,RAV4,27455.84,0.05,Pending
1093,20,2024-11-19,RAV4,30458.49,,Completed
1094,15,2024-11-08,Corolla,24710.71,0.03,Pending
1095,5,2024-11-02,Camry,25434.55,,Completed
1096,3,2024-11-06,Camry,28503.05,0.03,Completed
1097,19,2024-11-26,Camry,29268.39,,Pending
1098,10,2024-11-10,Corolla,20257.51,,Completed
1099,20,2024-11-26,Corolla,20102.73,0.03,Completed
1100,5,2024-11-10,Corolla,20590.19,0.05,Pending
1101,3,2024-11-12,Camry,28573.57,,Completed
1102,8,2024-11-10,RAV4,31084.65,0.02,Completed
1103,12,2024-11-17,Tundra,45353.37,0.03,Completed
1104,2,2024-11-07,Tundra,35679.36,0.02,Pending
1105,10,2024-11-10,Tundra,36296.36,0.05,Completed
1106,5,2024-11-10,Tundra,40772.29,,Completed
1107,18,2024-11-13,RAV4,29027.2,0.02,Completed
1108,4,2024-11-07,Camry,25562.43,0.02,Pending
1109,19,2024-11-28,Corolla,24582.26,0.05,Completed
1110,12,2024-11-09,Tundra,41936.15,0.02,Completed
1111,8,2024-11-12,Highlander,41103.52,0.02,Completed
1112,8,2024-11-12,Camry,29153.12,,Pending
1113,16,2024-11-23,Corolla,23824.51,0.03,Cancelled
1114,1,2024-11-23,RAV4,33511.47,0.05,Completed
1115,14,2024-11-25,Camry,29130.47,0.03,Pending
1116,6,2024-11-24,Corolla,23696.85,0.02,Completed
1117,2,2024-11-14,Tacoma,36244.64,0.02,Completed
1118,11,2024-11-04,Highlander,41349.82,0.05,Cancelled
1119,12,2024-11-05,Highlander,39999.67,0.03,Pending
1120,11,2024-11-24,Camry,29020.2,0.02,Completed
1121,4,2024-11-24,Corolla,21834.54,0.03,Completed
1122,6,2024-11-04,Tacoma,34923.93,0.03,Completed
1123,4,2024-11-19,Tacoma,33074.39,0.03,Completed
1124,13,2024-11-12,Highlander,38362.46,0.03,Pending
1125,17,2024-11-12,Corolla,23217.72,0.05,Completed
1126,16,2024-11-22,Camry,27645.9,0.05,Completed
1127,19,2024-11-11,Tacoma,31249.98,0.05,Pending
1128,14,2024-11-21,Highlander,39151.17,0.02,Completed
1129,5,2024-11-29,Tundra,42182.26,0.02,Cancelled
1130,8,2024-11-04,Camry,26802.43,0.02,Cancelled
1131,4,2024-11-29,Corolla,21638.96,0.03,Pending
1132,18,2024-11-07,Highlander,43215.08,0.05,Pending
1133,18,2024-11-13,RAV4,29329.35,0.05,Completed
1134,4,2024-11-22,Tacoma,32676.08,,Pending
1135,1,2024-11-15,Highlander,44181.53,,Completed
1136,6,2024-11-01,Camry,27908.12,0.02,Completed
1137,16,2024-11-03,Camry,28917.1,,Completed
1138,3,2024-11-10,Highlander,35360.22,0.03,Completed
1139,2,2024-11-11,Camry,27746.89,0.02,Completed
1140,11,2024-11-01,RAV4,34596.69,,Completed
1141,8,2024-11-01,Tacoma,39741.88,0.03,Completed
1142,17,2024-11-05,Tundra,36892.63,0.03,Pending
1143,4,2024-11-14,Highlander,37204.18,0.02,Pending
1144,20,2024-11-24,Corolla,21242.24,0.03,Cancelled
1145,19,2024-11-14,Tacoma,32403.68,0.05,Completed
1146,18,2024-11-13,Tundra,42385.1,0.03,Completed
1147,20,2024-11-08,Tundra,46058.71,0.05,Completed
1148,7,2024-11-19,Corolla,24607.43,0.05,Completed
1149,13,2024-11-08,RAV4,32888.02,,Cancelled
1150,5,2024-11-26,Highlander,43294.28,,Cancelled
1151,16,2024-11-09,RAV4,32671.29,0.02,Completed
1152,15,2024-11-25,Corolla,21746.66,0.03,Completed
1153,9,2024-11-12,Camry,26767.93,0.03,Completed
1154,9,2024-11-20,Corolla,24652.26,0.05,Pending
1155,12,2024-11-02,Tundra,46853.62,0.02,Completed
1156,9,2024-11-30,Corolla,22804.53,,Cancelled
1157,15,2024-11-21,Highlander,42644.37,0.02,Completed
1158,20,2024-11-04,Camry,29192.87,0.05,Completed
1159,7,2024-11-14,Tundra,46201.57,,Completed
1160,15,2024-11-08,Camry,28896.83,0.02,Completed
1161,18,2024-11-08,RAV4,30312.61,0.05,Completed
1162,10,2024-11-17,Highlander,41018.52,,Completed
1163,2,2024-11-09,Tacoma,31789.28,0.05,Completed
1164,14,2024-11-21,Camry,28974.89,0.03,Completed
1165,20,2024-11-14,Tundra,48334.41,,Pending
1166,9,2024-11-12,Tacoma,37048.3,,Pending
1167,10,2024-11-25,RAV4,31539.84,0.03,Completed
1168,1,2024-11-01,Tundra,41567.75,0.02,Pending
1169,2,2024-11-04,RAV4,34536.67,0.02,Completed
1170,15,2024-11-11,Tundra,42761.49,0.05,Pending
1171,19,2024-11-18,Camry,29679.26,,Completed
1172,10,2024-11-11,RAV4,33819.28,0.05,Pending
1173,16,2024-11-28,Highlander,39840.37,0.03,Completed
1174,8,2024-11-05,RAV4,28311.56,,Completed
1175,6,2024-11-26,Corolla,23468.41,0.03,Completed
1176,18,2024-11-26,Camry,28572.39,0.05,Pending
1177,14,2024-11-07,Tacoma,33716.3,0.03,Cancelled
1178,1,2024-11-09,Highlander,39335.32,0.03,Completed
1179,8,2024-11-06,Highlander,39199.8,0.05,Completed
1180,20,2024-11-02,Camry,28001.25,,Completed
1181,9,2024-11-14,Camry,25261.42,,Cancelled
1182,10,2024-11-08,Camry,29286.81,0.03,Cancelled
1183,2,2024-11-06,Tundra,42083.44,0.02,Completed
1184,1,2024-11-20,RAV4,34454.32,,Cancelled
1185,4,2024-11-23,Tacoma,36280.54,0.03,Completed
1186,16,2024-11-20,Tacoma,38898.82,0.03,Completed
1187,6,2024-11-17,Corolla,20279.88,,Pending
1188,11,2024-11-15,Camry,25507.33,,Completed
1189,20,2024-11-23,Corolla,23757.26,0.05,Completed
1190,3,2024-11-07,Highlander,38656.08,,Cancelled
1191,1,2024-11-07,Tacoma,34269.02,0.02,Pending
1192,14,2024-11-25,RAV4,28741.39,,Completed
1193,16,2024-11-08,Tacoma,32512.27,0.03,Completed
1194,10,2024-11-06,Camry,29400.86,,Completed
1195,17,2024-11-18,Camry,29789.65,,Pending
1196,2,2024-11-29,Corolla,24429.2,,Completed
1197,12,2024-11-24,RAV4,29543.07,0.03,Completed
1198,17,2024-11-11,Corolla,20901.18,0.03,Cancelled
1199,9,2024-11-01,Tundra,38460.48,0.03,Pending
1200,9,2024-11-08,Highlander,44680.16,0.02,Completed
1201,4,2024-11-28,Corolla,20342.27,0.03,Completed
1202,15,2024-11-20,Camry,25486.31,0.05,Completed
1203,3,2024-11-06,Tacoma,35010.72,0.03,Completed
1204,7,2024-11-15,Camry,25794.73,0.05,Completed
1205,12,2024-11-19,Camry,29471.63,0.03,Completed
1206,13,2024-11-11,Camry,25175.51,0.03,Completed
1207,4,2024-11-23,RAV4,27061.71,0.05,Completed
1208,8,2024-11-30,Corolla,23518.27,0.03,Completed
1209,10,2024-11-08,Tacoma,31852.85,0.05,Completed
1210,11,2024-11-12,Corolla,22274.42,,Pending
1211,2,2024-11-29,RAV4,31515.12,0.03,Completed
1212,14,2024-11-06,Highlander,42252.69,,Completed
1213,5,2024-11-13,Corolla,22013.96,0.05,Completed
1214,19,2024-11-29,Camry,25427.68,,Completed
1215,4,2024-11-18,Highlander,36270.82,0.03,Completed
1216,16,2024-11-30,Tundra,42152.26,0.03,Completed
1217,1,2024-11-16,Tundra,44271.98,0.05,Pending
1218,7,2024-11-30,Corolla,22063.1,0.03,Completed
1219,5,2024-11-23,Highlander,41327.06,0.03,Pending
1220,19,2024-11-09,Highlander,37641.64,0.05,Completed
1221,3,2024-11-11,Camry,28060.42,0.03,Completed
1222,14,2024-11-19,Tundra,40751.55,0.02,Completed
1223,10,2024-11-22,Corolla,23870.38,,Completed
1224,7,2024-11-29,Camry,26903.84,,Pending
1225,7,2024-11-15,RAV4,27900.29,0.03,Completed
1226,18,2024-11-02,Highlander,42332.45,0.02,Completed
1227,17,2024-11-24,Tundra,49245.78,0.03,Completed
1228,3,2024-11-30,RAV4,29006.54,0.02,Completed
1229,18,2024-11-29,Corolla,20605.21,,Completed
1230,18,2024-11-29,Tundra,44316.02,0.02,Completed
1231,16,2024-11-30,Corolla,22156.23,0.02,Completed
1232,15,2024-11-24,Tacoma,38830.17,,Pending
1233,13,2024-11-12,RAV4,32108.74,0.02,Completed
1234,18,2024-11-13,Corolla,23021.38,,Pending
1235,7,2024-11-30,Tundra,43525.5,0.03,Cancelled
1236,13,2024-11-13,Highlander,37907.35,0.03,Completed
1237,3,2024-11-02,Tundra,47348.64,0.02,Completed
1238,8,2024-11-07,Corolla,23886.67,0.02,Pending
1239,17,2024-11-27,Camry,25693.26,,Completed
1240,16,2024-11-28,Highlander,44835.16,,Completed
1241,2,2024-11-26,Corolla,24420.62,0.03,Completed
1242,8,2024-11-19,Camry,25079.89,,Pending
1243,2,2024-11-03,RAV4,32952.23,0.02,Pending
1244,14,2024-11-26,Camry,26873.0,0.05,Pending
1245,15,2024-11-07,Tacoma,30526.04,0.05,Completed
1246,3,2024-11-06,RAV4,27110.46,0.02,Pending
1247,11,2024-11-07,Highlander,38209.38,0.02,Completed
1248,5,2024-11-21,Highlander,38345.94,,Completed
1249,2,2024-11-30,Tacoma,38049.05,0.02,Completed
1250,3,2024-11-09,Corolla,22722.92,0.03,Completed
1251,2,2024-11-09,Tundra,35689.96,0.03,Completed
1252,11,2024-11-27,Tundra,36489.49,0.05,Completed
1253,16,2024-11-11,Camry,28219.59,,Completed
1254,6,2024-11-10,RAV4,34749.37,,Completed
1255,11,2024-11-20,Corolla,23457.78,,Completed
1256,17,2024-11-21,Tacoma,30344.94,,Completed
1257,7,2024-11-13,Tacoma,30072.96,0.05,Pending
1258,1,2024-11-19,Highlander,39175.89,0.02,Cancelled
1259,2,2024-11-20,RAV4,31476.42,0.03,Pending
1260,1,2024-11-25,RAV4,27931.9,0.02,Pending
1261,8,2024-11-24,Tacoma,33470.74,0.05,Completed
1262,20,2024-11-08,Highlander,40908.11,,Completed
1263,4,2024-11-21,Highlander,43368.57,0.02,Completed
1264,4,2024-11-02,Corolla,22974.62,0.05,Pending
1265,11,2024-11-28,Highlander,40598.91,,Completed
1266,12,2024-11-20,Camry,27489.04,,Pending
1267,16,2024-11-04,RAV4,30267.79,0.02,Completed
1268,3,2024-11-17,RAV4,31812.36,0.03,Cancelled
1269,19,2024-11-07,Camry,27731.11,0.03,Pending
1270,9,2024-11-15,Tacoma,37688.32,,Completed
1271,2,2024-11-15,Tundra,43894.38,0.03,Pending
1272,19,2024-11-26,Tundra,46187.81,0.05,Completed
1273,6,2024-11-13,Camry,28471.97,0.05,Completed
1274,18,2024-11-10,Corolla,24159.14,0.05,Completed
1275,12,2024-11-11,Highlander,42715.69,0.03,Completed
1276,6,2024-11-06,RAV4,29090.97,0.05,Completed
1277,5,2024-11-11,Highlander,37182.15,0.03,Pending
1278,19,2024-11-04,Highlander,43188.9,0.02,Completed
1279,6,2024-11-27,Highlander,36851.68,0.05,Completed
1280,15,2024-11-21,Corolla,23156.09,0.03,Completed
1281,9,2024-11-06,Tundra,39400.51,0.03,Completed
1282,10,2024-11-09,Corolla,23099.44,0.03,Completed
1283,4,2024-11-07,Camry,29916.78,0.02,Completed
1284,3,2024-11-24,Tacoma,35001.63,0.05,Completed
1285,1,2024-11-30,Tacoma,33524.13,0.03,Completed
1286,13,2024-11-07,RAV4,29382.26,0.02,Completed
1287,20,2024-11-16,RAV4,30802.78,0.03,Completed
1288,17,2024-11-19,Corolla,23608.25,0.03,Cancelled
1289,1,2024-11-13,Camry,26678.36,0.05,Completed
1290,13,2024-11-22,Camry,26773.17,0.03,Completed
1291,17,2024-11-14,Corolla,21022.02,0.05,Completed
1292,12,2024-11-13,Corolla,24022.86,0.03,Pending
1293,5,2024-11-14,RAV4,27199.17,0.05,Pending
1294,15,2024-11-21,Tacoma,38194.15,0.03,Completed
1295,11,2024-11-01,Camry,29775.94,0.05,Completed
1296,19,2024-11-26,Camry,25083.8,,Completed
1297,20,2024-11-05,RAV4,33020.35,,Completed
1298,16,2024-11-07,Camry,27709.55,,Completed
1299,12,2024-11-10,Highlander,41933.71,0.05,Completed
1300,16,2024-11-23,Highlander,38189.24,,Completed
1301,12,2024-11-21,Tundra,35114.87,,Completed
1302,17,2024-11-26,RAV4,31323.5,0.02,Completed
1303,6,2024-11-08,Highlander,39615.09,0.03,Completed
1304,2,2024-11-15,RAV4,33358.3,0.03,Pending
1305,12,2024-11-06,Tacoma,38039.67,0.02,Completed
1306,3,2024-11-19,Corolla,24714.85,0.03,Pending
1307,20,2024-11-11,Highlander,37620.92,0.02,Completed
1308,5,2024-11-21,Tundra,41312.2,,Cancelled
1309,11,2024-11-15,Tacoma,35650.83,0.05,Completed
1310,5,2024-11-26,Corolla,21697.1,0.02,Completed
1311,2,2024-11-28,Tundra,39698.86,0.03,Completed
1312,6,2024-11-24,Tacoma,31580.57,0.05,Pending
1313,18,2024-11-15,RAV4,28281.89,0.02,Pending
1314,11,2024-11-08,RAV4,32935.14,0.03,Completed
1315,19,2024-11-13,Corolla,20405.77,0.02,Completed
1316,3,2024-11-16,Tundra,49466.01,,Completed
1317,7,2024-11-28,RAV4,34136.37,0.03,Completed
1318,2,2024-11-13,Highlander,44744.84,0.05,Completed
1319,20,2024-11-12,Tacoma,36355.56,0.02,Completed
1320,4,2024-11-22,Corolla,22524.35,0.02,Completed
1321,14,2024-11-02,RAV4,28195.88,0.03,Completed
1322,17,2024-11-06,Camry,26108.5,0.03,Completed
1323,4,2024-11-27,Camry,27020.99,,Pending
1324,20,2024-11-05,Corolla,23403.49,0.02,Completed
1325,19,2024-11-11,Tundra,40678.34,,Pending
1326,8,2024-11-26,Corolla,22716.33,0.05,Completed
1327,2,2024-11-12,Tundra,44527.95,0.02,Completed
1328,18,2024-11-01,Camry,26900.13,0.02,Completed
1329,1,2024-11-13,Highlander,35519.76,0.03,Completed
1330,7,2024-11-18,Highlander,40723.8,,Completed
1331,7,2024-11-11,Highlander,44750.11,0.03,Completed
1332,15,2024-11-11,Highlander,37491.32,0.03,Completed
1333,18,2024-11-28,Highlander,38333.5,0.03,Completed
1334,11,2024-11-23,Camry,25982.75,0.03,Completed
1335,19,2024-11-22,RAV4,27787.35,0.02,Completed
1336,15,2024-11-08,Highlander,44812.73,0.05,Pending
1337,8,2024-11-17,Corolla,21096.74,0.02,Completed
1338,2,2024-11-12,RAV4,29190.21,0.02,Completed
1339,10,2024-11-18,Tacoma,38162.08,0.03,Completed
1340,17,2024-11-02,Corolla,21167.29,0.03,Completed
1341,12,2024-11-07,Tacoma,36624.54,0.03,Completed
1342,2,2024-11-21,Corolla,21450.29,0.02,Pending
1343,3,2024-11-16,Corolla,21570.63,0.03,Completed
1344,6,2024-11-21,Tundra,45009.6,0.03,Completed
1345,20,2024-11-17,Corolla,20290.3,0.05,Completed
1346,18,2024-11-16,Corolla,20854.2,0.02,Completed
1347,8,2024-11-16,RAV4,29042.48,,Pending
1348,13,2024-11-18,Highlander,40293.57,0.05,Completed
1349,8,2024-11-19,Highlander,40245.59,0.03,Completed
1350,19,2024-11-02,Highlander,41010.6,0.05,Completed
1351,9,2024-11-14,Highlander,40783.48,0.05,Completed
1352,13,2024-11-10,RAV4,28873.04,0.03,Completed
1353,4,2024-11-04,Camry,28218.18,0.05,Completed
1354,18,2024-11-24,Corolla,20573.94,0.02,Completed
1355,20,2024-11-14,Camry,29390.97,0.02,Pending
1356,10,2024-11-22,Corolla,22335.95,,Pending
1357,1,2024-11-09,RAV4,28397.5,0.03,Completed
1358,7,2024-11-30,Highlander,40789.06,,Completed
1359,15,2024-11-30,Highlander,38677.06,0.03,Completed
1360,15,2024-11-03,Highlander,43056.81,,Completed
1361,14,2024-11-17,RAV4,28453.1,0.05,Completed
1362,1,2024-11-22,Corolla,20447.78,,Completed
1363,19,2024-11-05,Camry,27101.8,0.05,Completed
1364,4,2024-11-02,Tacoma,34469.57,,Pending
1365,13,2024-11-17,Tacoma,39681.33,0.05,Completed
1366,16,2024-11-09,Camry,28440.45,0.05,Pending
1367,16,2024-11-23,Corolla,21070.78,0.03,Completed
1368,17,2024-11-05,Highlander,36419.71,,Completed
1369,9,2024-11-19,Tundra,41165.82,0.05,Completed
1370,7,2024-11-17,Tacoma,30364.09,0.05,Completed
1371,13,2024-11-22,Tacoma,35274.3,0.03,Pending
1372,7,2024-11-15,RAV4,33793.1,0.03,Completed
1373,6,2024-11-21,Camry,27585.61,0.05,Completed
1374,10,2024-11-24,Highlander,41517.08,0.02,Completed
1375,17,2024-11-15,RAV4,29852.65,0.02,Completed
1376,12,2024-11-13,Highlander,40178.76,0.02,Completed
1377,13,2024-11-23,Corolla,21646.91,0.02,Completed
1378,9,2024-11-18,Camry,25409.6,0.03,Completed
1379,17,2024-11-01,RAV4,32200.74,0.05,Completed
1380,20,2024-11-21,Corolla,21639.52,0.02,Completed
1381,15,2024-11-14,Highlander,39025.7,,Completed
1382,14,2024-11-09,Camry,26063.06,0.03,Completed
1383,11,2024-11-07,RAV4,32266.16,,Pending
1384,18,2024-11-09,Tacoma,37968.16,0.02,Pending
1385,14,2024-11-06,RAV4,29479.26,,Pending
1386,6,2024-11-13,Highlander,44301.59,0.02,Pending
1387,2,2024-11-05,RAV4,30979.29,0.05,Completed
1388,15,2024-11-21,Corolla,20139.69,0.03,Pending
1389,1,2024-11-05,Corolla,23992.54,0.03,Pending
1390,14,2024-11-09,Camry,25497.42,,Completed
1391,10,2024-11-12,Tacoma,37174.78,0.03,Completed
1392,11,2024-11-19,Corolla,24354.13,0.05,Completed
1393,18,2024-11-07,Highlander,41090.4,0.02,Completed
1394,3,2024-11-14,Tundra,43801.99,,Completed
1395,2,2024-11-21,RAV4,33169.7,,Completed
1396,5,2024-11-03,Highlander,36675.72,0.05,Completed
1397,2,2024-11-21,Highlander,41598.88,0.03,Completed
1398,4,2024-11-22,Corolla,23893.6,,Pending
1399,8,2024-11-28,RAV4,30440.13,0.05,Pending
1400,7,2024-11-17,Camry,26530.86,,Completed
1401,11,2024-11-01,Highlander,40400.17,0.03,Completed
1402,16,2024-11-01,Camry,25528.28,0.05,Completed
1403,11,2024-11-20,Corolla,20705.85,0.03,Completed
1404,5,2024-11-07,Tundra,40194.56,0.05,Pending
1405,1,2024-11-24,Highlander,35642.75,0.05,Completed
1406,8,2024-11-10,Tundra,49277.26,,Completed
1407,15,2024-11-12,Corolla,20418.02,0.02,Completed
1408,20,2024-11-08,Corolla,21696.37,0.05,Completed
1409,20,2024-11-28,RAV4,29015.25,0.02,Cancelled
1410,13,2024-11-24,Tundra,42610.58,0.03,Completed
1411,15,2024-11-16,RAV4,27379.85,0.03,Cancelled
1412,20,2024-11-05,Tundra,42672.13,0.02,Completed
1413,9,2024-11-28,Tacoma,34986.09,,Completed
1414,11,2024-11-09,Tundra,42182.78,0.05,Completed
1415,14,2024-11-02,Corolla,22663.99,0.03,Completed
1416,17,2024-11-08,Highlander,43958.25,0.02,Completed
1417,8,2024-11-30,RAV4,30749.41,0.05,Completed
1418,3,2024-11-23,Tacoma,33988.07,0.03,Completed
1419,10,2024-11-14,Camry,29174.67,0.03,Completed
1420,10,2024-11-01,RAV4,29990.42,,Pending
1421,1,2024-11-05,Camry,25296.13,0.03,Pending
1422,19,2024-11-06,Tacoma,30539.36,0.05,Completed
1423,15,2024-11-11,Highlander,36352.27,0.05,Pending
1424,3,2024-11-23,Highlander,44869.91,0.05,Completed
1425,7,2024-11-18,Corolla,24658.4,0.02,Completed
1426,19,2024-11-09,RAV4,33936.87,0.02,Pending
1427,8,2024-11-11,Tundra,42101.56,,Pending
1428,12,2024-11-13,Tundra,37707.4,0.05,Completed
1429,4,2024-11-16,RAV4,28266.29,0.03,Completed
1430,4,2024-11-30,RAV4,28179.1,,Completed
1431,4,2024-11-18,RAV4,29171.99,,Completed
1432,2,2024-11-25,Highlander,35622.33,0.05,Completed
1433,1,2024-11-06,RAV4,28553.7,0.02,Completed
1434,10,2024-11-14,Camry,27915.24,0.03,Completed
1435,10,2024-11-22,Tundra,41903.26,0.03,Pending
1436,17,2024-11-19,RAV4,33042.1,,Completed
1437,14,2024-11-20,Camry,25961.92,,Pending
1438,10,2024-11-27,Highlander,42521.03,0.03,Cancelled
1439,9,2024-11-16,Highlander,42584.15,,Completed
1440,2,2024-11-04,Tacoma,31456.81,0.05,Completed
1441,1,2024-11-28,Tacoma,34320.18,0.02,Pending
1442,14,2024-11-06,Tundra,40673.79,0.03,Completed
1443,15,2024-11-10,Tundra,37656.95,0.02,Pending
1444,6,2024-11-12,Camry,25318.76,0.05,Pending
1445,3,2024-11-25,Tundra,49775.49,,Completed
1446,6,2024-11-30,RAV4,31286.26,0.05,Completed
1447,4,2024-11-16,Highlander,39046.51,0.05,Completed
1448,14,2024-11-08,Tacoma,35387.48,0.05,Completed
1449,14,2024-11-08,Camry,29588.77,0.05,Completed
1450,12,2024-11-28,Camry,27694.75,0.02,Cancelled
1451,2,2024-11-10,Tacoma,31321.92,,Completed
1452,19,2024-11-14,Tundra,48705.42,0.03,Pending
1453,7,2024-11-08,Camry,27244.36,0.03,Completed
1454,2,2024-11-26,RAV4,30656.69,0.03,Completed
1455,8,2024-11-20,Camry,26667.15,0.05,Pending
1456,12,2024-11-14,Tundra,37341.37,0.05,Completed
1457,1,2024-11-10,Tacoma,37640.97,,Completed
1458,12,2024-11-19,Camry,26790.46,0.03,Pending
